Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),TotalWorkRateLevel
1767.02,166.666667,6941.458520,102.643457,114.743579,90.431494,6900.546379,38.497244,26.521654,22.058824,0.780815,0.052748,334.165348,0.195204
1768.02,166.666667,6940.714643,102.636134,114.739697,90.429113,6900.546379,38.497773,26.515492,22.058824,0.772490,0.056068,334.165348,0.193123
1769.02,166.666667,6941.482769,102.642426,114.742224,90.431151,6900.546379,38.498302,26.509322,22.058824,0.775568,0.052142,334.165348,0.193892
1770.02,166.666667,6940.635067,102.638706,114.740566,90.430151,6900.546379,38.498831,26.503156,22.058824,0.780037,0.053503,334.165348,0.195009
1771.02,166.666667,6940.664629,102.636899,114.739100,90.429596,6900.546379,38.499359,26.496991,22.058824,0.770973,0.056192,334.165348,0.192743
1772.02,166.666667,6941.100410,102.642347,114.741585,90.431532,6900.546379,38.499887,26.490821,22.058824,0.777715,0.052108,334.165348,0.194429
1773.02,166.666667,6939.897473,102.634464,114.737902,90.429198,6900.546379,38.500414,26.484657,22.058824,0.779169,0.054429,334.165348,0.194792
1774.02,166.666667,6940.609588,102.638874,114.739422,90.430782,6900.546379,38.500941,26.478489,22.058824,0.768610,0.055292,334.165348,0.192153
1775.02,166.666667,6940.465635,102.640594,114.740403,90.431616,6900.546379,38.501468,26.472319,22.058824,0.779969,0.052337,334.165348,0.194992
1776.02,166.666667,6939.406854,102.632072,114.736202,90.429045,6900.546379,38.501994,26.466157,22.058824,0.774391,0.055622,334.165348,0.193598
1777.02,166.666667,6940.169101,102.637493,114.738400,90.430957,6900.546379,38.502520,26.459987,22.058824,0.774783,0.053127,334.165348,0.193696
1778.02,166.666667,6939.677869,102.637445,114.738635,90.431368,6900.546379,38.503045,26.453818,22.058824,0.780617,0.052946,334.165348,0.195154
1779.02,166.666667,6939.265471,102.632627,114.735937,90.429981,6900.546379,38.503570,26.447655,22.058824,0.771698,0.056025,334.165348,0.192924
1780.02,166.666667,6939.962538,102.639394,114.739051,90.432458,6900.546379,38.504095,26.441484,22.058824,0.776767,0.051938,334.165348,0.194192
1781.02,166.666667,6938.892288,102.633873,114.736627,90.431027,6900.546379,38.504619,26.435318,22.058824,0.779794,0.053778,334.165348,0.194949
1782.02,166.666667,6939.285489,102.635281,114.736780,90.431707,6900.546379,38.505143,26.429152,22.058824,0.769135,0.055911,334.165348,0.192284
1783.02,166.666667,6939.486676,102.639615,114.738991,90.433461,6900.546379,38.505667,26.422981,22.058824,0.779048,0.052020,334.165348,0.194762
1784.02,166.666667,6938.272643,102.631160,114.734908,90.430947,6900.546379,38.506190,26.416817,22.058824,0.778794,0.054823,334.165348,0.194699
1785.02,166.666667,6938.840474,102.634351,114.736020,90.432140,6900.546379,38.506713,26.410648,22.058824,0.773993,0.053412,334.165348,0.193498
1786.02,166.666667,6938.785075,102.637862,114.737911,90.433766,6900.546379,38.507235,26.404478,22.058824,0.781174,0.052425,334.165348,0.195294
1787.02,166.666667,6937.953069,102.630554,114.734088,90.431551,6900.546379,38.507757,26.398315,22.058824,0.772846,0.055740,334.165348,0.193212
1788.02,166.666667,6938.775988,102.637238,114.737035,90.433982,6900.546379,38.508279,26.392144,22.058824,0.775940,0.051817,334.165348,0.193985
1789.02,166.666667,6937.984156,102.634784,114.736109,90.433605,6900.546379,38.508800,26.385977,22.058824,0.780394,0.053180,334.165348,0.195098
1790.02,166.666667,6937.935097,102.632610,114.734549,90.433083,6900.546379,38.509321,26.379812,22.058824,0.771335,0.055862,334.165348,0.192834
1791.02,166.666667,6938.460008,102.638837,114.737582,90.435478,6900.546379,38.509842,26.373641,22.058824,0.778082,0.051785,334.165348,0.194520
1792.02,166.666667,6937.249787,102.631645,114.734219,90.433440,6900.546379,38.510362,26.367476,22.058824,0.779523,0.054106,334.165348,0.194881
1793.02,166.666667,6937.938000,102.635801,114.735738,90.435104,6900.546379,38.510882,26.361308,22.058824,0.768985,0.054960,334.165348,0.192246
1794.02,166.666667,6937.872064,102.638402,114.737224,90.436339,6900.546379,38.511401,26.355137,22.058824,0.780332,0.052015,334.165348,0.195083
1795.02,166.666667,6936.749064,102.629902,114.732960,90.433768,6900.546379,38.511920,26.348974,22.058824,0.774735,0.055299,334.165348,0.193684
1796.02,166.666667,6937.512338,102.635150,114.735152,90.435721,6900.546379,38.512439,26.342804,22.058824,0.775149,0.052798,334.165348,0.193787
1797.02,166.666667,6937.110637,102.636185,114.735952,90.436576,6900.546379,38.512957,26.336635,22.058824,0.780973,0.052626,334.165348,0.195243
1798.02,166.666667,6936.602889,102.630849,114.732948,90.435003,6900.546379,38.513475,26.330471,22.058824,0.772054,0.055700,334.165348,0.193014
1799.02,166.666667,6937.364132,102.637932,114.736279,90.437670,6900.546379,38.513992,26.324300,22.058824,0.777131,0.051616,334.165348,0.194283
1800.02,166.666667,6936.333021,102.633190,114.734189,90.436495,6900.546379,38.514509,26.318135,22.058824,0.780147,0.053457,334.165348,0.195037
1801.02,166.666667,6936.653272,102.633944,114.734012,90.436970,6900.546379,38.515026,26.311968,22.058824,0.769493,0.055585,334.165348,0.192373
1802.02,166.666667,6936.940298,102.638937,114.736580,90.439000,6900.546379,38.515542,26.305797,22.058824,0.779408,0.051700,334.165348,0.194852
1803.02,166.666667,6935.701038,102.630710,114.732536,90.436521,6900.546379,38.516058,26.299634,22.058824,0.779146,0.054502,334.165348,0.194786
1804.02,166.666667,6936.219637,102.633359,114.733401,90.437556,6900.546379,38.516574,26.293465,22.058824,0.774355,0.053086,334.165348,0.193589
1805.02,166.666667,6936.272628,102.637783,114.735773,90.439543,6900.546379,38.517089,26.287295,22.058824,0.781529,0.052106,334.165348,0.195382
1806.02,166.666667,6935.358416,102.630106,114.731720,90.437169,6900.546379,38.517604,26.281132,22.058824,0.773200,0.055418,334.165348,0.193300
1807.02,166.666667,6936.204268,102.636702,114.734662,90.439618,6900.546379,38.518118,26.274962,22.058824,0.776303,0.051498,334.165348,0.194076
1808.02,166.666667,6935.488390,102.635118,114.734167,90.439551,6900.546379,38.518632,26.268795,22.058824,0.780746,0.052862,334.165348,0.195187
1809.02,166.666667,6935.346728,102.632243,114.732251,90.438781,6900.546379,38.519146,26.262630,22.058824,0.771691,0.055539,334.165348,0.192923
1810.02,166.666667,6935.947842,102.638886,114.735521,90.441358,6900.546379,38.519660,26.256460,22.058824,0.778441,0.051467,334.165348,0.194610
1811.02,166.666667,6934.756395,102.632196,114.732379,90.439467,6900.546379,38.520172,26.250296,22.058824,0.779873,0.053787,334.165348,0.194968
1812.02,166.666667,6935.393606,102.635738,114.733606,90.440933,6900.546379,38.520685,26.244128,22.058824,0.769350,0.054634,334.165348,0.192337
1813.02,166.666667,6935.410354,102.638994,114.735430,90.442409,6900.546379,38.521197,26.237958,22.058824,0.780688,0.051697,334.165348,0.195172
1814.02,166.666667,6934.243542,102.630444,114.731103,90.439777,6900.546379,38.521709,26.231796,22.058824,0.775079,0.054979,334.165348,0.193770
1815.02,166.666667,6934.982705,102.635264,114.733100,90.441597,6900.546379,38.522220,26.225627,22.058824,0.775511,0.052474,334.165348,0.193878
1816.02,166.666667,6934.685158,102.637185,114.734342,90.442759,6900.546379,38.522732,26.219459,22.058824,0.781325,0.052309,334.165348,0.195331
1817.02,166.666667,6934.084737,102.631256,114.731021,90.440942,6900.546379,38.523242,26.213297,22.058824,0.772408,0.055378,334.165348,0.193102
1818.02,166.666667,6934.894724,102.638432,114.734399,90.443649,6900.546379,38.523752,26.207127,22.058824,0.777490,0.051299,334.165348,0.194372
1819.02,166.666667,6933.922666,102.634385,114.732636,90.442687,6900.546379,38.524262,26.200962,22.058824,0.780498,0.053140,334.165348,0.195124
1820.02,166.666667,6934.155987,102.634334,114.732053,90.442864,6900.546379,38.524772,26.194797,22.058824,0.769847,0.055262,334.165348,0.192462
1821.02,166.666667,6934.527154,102.639832,114.734878,90.445077,6900.546379,38.525281,26.188627,22.058824,0.779765,0.051383,334.165348,0.194941
1822.02,166.666667,6933.282083,102.631840,114.730942,90.442650,6900.546379,38.525790,26.182465,22.058824,0.779494,0.054184,334.165348,0.194873
1823.02,166.666667,6933.737799,102.633844,114.731502,90.443465,6900.546379,38.526298,26.176298,22.058824,0.774715,0.052763,334.165348,0.193679
1824.02,166.666667,6933.901322,102.639022,114.734272,90.445731,6900.546379,38.526806,26.170129,22.058824,0.781881,0.051789,334.165348,0.195470
1825.02,166.666667,6932.917149,102.631004,114.730060,90.443219,6900.546379,38.527314,26.163969,22.058824,0.773551,0.055097,334.165348,0.193388
1826.02,166.666667,6933.769251,102.637358,114.732905,90.445601,6900.546379,38.527821,26.157800,22.058824,0.776665,0.051180,334.165348,0.194166
1827.02,166.666667,6933.142792,102.636593,114.732843,90.445825,6900.546379,38.528328,26.151635,22.058824,0.781097,0.052545,334.165348,0.195274
1828.02,166.666667,6932.906119,102.632990,114.730584,90.444791,6900.546379,38.528834,26.145472,22.058824,0.772045,0.055217,334.165348,0.193011
1829.02,166.666667,6933.575497,102.639914,114.734008,90.447477,6900.546379,38.529341,26.139303,22.058824,0.778797,0.051150,334.165348,0.194699
1830.02,166.666667,6932.418499,102.633735,114.731133,90.445749,6900.546379,38.529846,26.133141,22.058824,0.780222,0.053470,334.165348,0.195055
1831.02,166.666667,6932.989987,102.636540,114.732013,90.446956,6900.546379,38.530352,26.126976,22.058824,0.769713,0.054310,334.165348,0.192428
1832.02,166.666667,6933.091348,102.640376,114.734142,90.448642,6900.546379,38.530857,26.120808,22.058824,0.781043,0.051381,334.165348,0.195261
1833.02,166.666667,6931.894251,102.631831,114.729829,90.445989,6900.546379,38.531361,26.114648,22.058824,0.775425,0.054660,334.165348,0.193856
1834.02,166.666667,6932.596002,102.636127,114.731583,90.447631,6900.546379,38.531865,26.108481,22.058824,0.775872,0.052150,334.165348,0.193968
1835.02,166.666667,6932.408221,102.638878,114.733257,90.449082,6900.546379,38.532369,26.102316,22.058824,0.781676,0.051992,334.165348,0.195419
1836.02,166.666667,6931.716544,102.632362,114.729655,90.447035,6900.546379,38.532873,26.096156,22.058824,0.772761,0.055057,334.165348,0.193190
1837.02,166.666667,6932.564255,102.639513,114.733026,90.449737,6900.546379,38.533376,26.089988,22.058824,0.777848,0.050981,334.165348,0.194462
1838.02,166.666667,6931.660829,102.636167,114.731632,90.449011,6900.546379,38.533878,26.083826,22.058824,0.780847,0.052823,334.165348,0.195212
1839.02,166.666667,6931.800611,102.635278,114.730651,90.448888,6900.546379,38.534381,26.077664,22.058824,0.770202,0.054939,334.165348,0.192550
1840.02,166.666667,6932.253391,102.641214,114.733713,90.451266,6900.546379,38.534883,26.071497,22.058824,0.780120,0.051066,334.165348,0.195030
1841.02,166.666667,6931.012254,102.633505,114.729949,90.448932,6900.546379,38.535384,26.065338,22.058824,0.779842,0.053866,334.165348,0.194961
1842.02,166.666667,6931.398808,102.634836,114.730202,90.449520,6900.546379,38.535885,26.059173,22.058824,0.775075,0.052440,334.165348,0.193769
1843.02,166.666667,6931.673598,102.640719,114.733365,90.452056,6900.546379,38.536386,26.053008,22.058824,0.782233,0.051473,334.165348,0.195558
1844.02,166.666667,6930.628397,102.632435,114.729047,90.449439,6900.546379,38.536886,26.046850,22.058824,0.773903,0.054777,334.165348,0.193476
1845.02,166.666667,6931.475602,102.638468,114.731755,90.451723,6900.546379,38.537387,26.040684,22.058824,0.777026,0.050862,334.165348,0.194257
1846.02,166.666667,6930.943920,102.638514,114.732133,90.452238,6900.546379,38.537886,26.034522,22.058824,0.781448,0.052228,334.165348,0.195362
1847.02,166.666667,6930.608540,102.634174,114.729530,90.450933,6900.546379,38.538385,26.028363,22.058824,0.772400,0.054895,334.165348,0.193100
1848.02,166.666667,6931.339564,102.641295,114.733068,90.453702,6900.546379,38.538884,26.022197,22.058824,0.779154,0.050832,334.165348,0.194789
1849.02,166.666667,6930.225276,102.635666,114.730494,90.452157,6900.546379,38.539383,26.016039,22.058824,0.780571,0.053152,334.165348,0.195143
1850.02,166.666667,6930.723862,102.637695,114.731010,90.453090,6900.546379,38.539881,26.009877,22.058824,0.770077,0.053986,334.165348,0.192519
1851.02,166.666667,6930.913117,102.642104,114.733445,90.454985,6900.546379,38.540379,26.003712,22.058824,0.781398,0.051064,334.165348,0.195349
1852.02,166.666667,6929.692164,102.633622,114.729173,90.452326,6900.546379,38.540876,25.997556,22.058824,0.775771,0.054341,334.165348,0.193943
1853.02,166.666667,6930.345697,102.637320,114.730641,90.453758,6900.546379,38.541373,25.991393,22.058824,0.776233,0.051826,334.165348,0.194058
1854.02,166.666667,6930.267826,102.640855,114.732727,90.455485,6900.546379,38.541869,25.985231,22.058824,0.782029,0.051674,334.165348,0.195507
1855.02,166.666667,6929.486515,102.633781,114.728860,90.453220,6900.546379,38.542366,25.979075,22.058824,0.773114,0.054735,334.165348,0.193279
1856.02,166.666667,6930.362937,102.640829,114.732191,90.455895,6900.546379,38.542862,25.972911,22.058824,0.778206,0.050663,334.165348,0.194552
1857.02,166.666667,6929.533005,102.638205,114.731191,90.455424,6900.546379,38.543357,25.966753,22.058824,0.781198,0.052505,334.165348,0.195299
1858.02,166.666667,6929.575602,102.636480,114.729817,90.455003,6900.546379,38.543852,25.960594,22.058824,0.770557,0.054616,334.165348,0.192639
1859.02,166.666667,6930.107601,102.642813,114.733103,90.457539,6900.546379,38.544347,25.954431,22.058824,0.780477,0.050749,334.165348,0.195119
1860.02,166.666667,6928.876753,102.635444,114.729539,90.455319,6900.546379,38.544841,25.948276,22.058824,0.780191,0.053547,334.165348,0.195048
1861.02,166.666667,6929.189514,102.636089,114.729473,90.455671,6900.546379,38.545335,25.942116,22.058824,0.775436,0.052116,334.165348,0.193859
1862.02,166.666667,6929.573177,102.642628,114.733006,90.458463,6900.546379,38.545828,25.935955,22.058824,0.782586,0.051155,334.165348,0.195646
1863.02,166.666667,6928.471961,102.634134,114.728600,90.455753,6900.546379,38.546322,25.929801,22.058824,0.774256,0.054456,334.165348,0.193564
1864.02,166.666667,6929.304022,102.639768,114.731133,90.457912,6900.546379,38.546814,25.923640,22.058824,0.777388,0.050544,334.165348,0.194347
1865.02,166.666667,6928.869549,102.640619,114.731951,90.458721,6900.546379,38.547307,25.917482,22.058824,0.781799,0.051910,334.165348,0.195450
1866.02,166.666667,6928.434095,102.635562,114.729005,90.457148,6900.546379,38.547799,25.911327,22.058824,0.772757,0.054572,334.165348,0.193189
1867.02,166.666667,6929.222674,102.642828,114.732636,90.459983,6900.546379,38.548290,25.905166,22.058824,0.779513,0.050514,334.165348,0.194878
1868.02,166.666667,6928.158414,102.637812,114.730388,90.458643,6900.546379,38.548782,25.899013,22.058824,0.780921,0.052833,334.165348,0.195230
1869.02,166.666667,6928.575335,102.639022,114.730505,90.459276,6900.546379,38.549273,25.892855,22.058824,0.770442,0.053660,334.165348,0.192610
1870.02,166.666667,6928.851282,102.643968,114.733227,90.461369,6900.546379,38.549763,25.886696,22.058824,0.781754,0.050745,334.165348,0.195439
1871.02,166.666667,6927.609130,102.635582,114.729004,90.458713,6900.546379,38.550253,25.880544,22.058824,0.776118,0.054020,334.165348,0.194029
1872.02,166.666667,6928.205438,102.638625,114.730158,90.459917,6900.546379,38.550743,25.874386,22.058824,0.776595,0.051501,334.165348,0.194149
1873.02,166.666667,6928.237449,102.642919,114.732662,90.461930,6900.546379,38.551232,25.868229,22.058824,0.782382,0.051356,334.165348,0.195595
1874.02,166.666667,6927.368766,102.635338,114.728553,90.459466,6900.546379,38.551721,25.862078,22.058824,0.773469,0.054412,334.165348,0.193367
1875.02,166.666667,6928.264947,102.642211,114.731824,90.462101,6900.546379,38.552210,25.855919,22.058824,0.778566,0.050344,334.165348,0.194641
1876.02,166.666667,6927.511806,102.640334,114.731243,90.461909,6900.546379,38.552698,25.849766,22.058824,0.781549,0.052186,334.165348,0.195387
1877.02,166.666667,6927.453872,102.637780,114.729480,90.461194,6900.546379,38.553186,25.843613,22.058824,0.770914,0.054291,334.165348,0.192728
1878.02,166.666667,6928.062692,102.644470,114.732984,90.463888,6900.546379,38.553673,25.837455,22.058824,0.780835,0.050430,334.165348,0.195209
1879.02,166.666667,6926.847657,102.637503,114.729650,90.461803,6900.546379,38.554160,25.831306,22.058824,0.780541,0.053227,334.165348,0.195135
1880.02,166.666667,6927.082819,102.637454,114.729255,90.461911,6900.546379,38.554647,25.825151,22.058824,0.775798,0.051790,334.165348,0.193949
1881.02,166.666667,6927.572973,102.644599,114.733141,90.464949,6900.546379,38.555133,25.818995,22.058824,0.782940,0.050836,334.165348,0.195735
1882.02,166.666667,6926.419226,102.635942,114.728654,90.462152,6900.546379,38.555619,25.812847,22.058824,0.774611,0.054133,334.165348,0.193653
1883.02,166.666667,6927.226763,102.641103,114.730973,90.464158,6900.546379,38.556104,25.806691,22.058824,0.777752,0.050223,334.165348,0.194438
1884.02,166.666667,6926.892217,102.642756,114.732238,90.465269,6900.546379,38.556590,25.800540,22.058824,0.782153,0.051591,334.165348,0.195538
1885.02,166.666667,6926.356000,102.637008,114.728949,90.463427,6900.546379,38.557074,25.794390,22.058824,0.773114,0.054247,334.165348,0.193279
1886.02,166.666667,6927.197743,102.644364,114.732651,90.466316,6900.546379,38.557559,25.788235,22.058824,0.779873,0.050194,334.165348,0.194968
1887.02,166.666667,6926.186976,102.639994,114.730747,90.465193,6900.546379,38.558043,25.782087,22.058824,0.781272,0.052513,334.165348,0.195318
1888.02,166.666667,6926.514420,102.640341,114.730431,90.465506,6900.546379,38.558526,25.775936,22.058824,0.770809,0.053333,334.165348,0.192702
1889.02,166.666667,6926.876774,102.645795,114.733439,90.467799,6900.546379,38.559009,25.769782,22.058824,0.782112,0.050426,334.165348,0.195528
1890.02,166.666667,6925.617233,102.637558,114.729288,90.465166,6900.546379,38.559492,25.763637,22.058824,0.776465,0.053699,334.165348,0.194116
1891.02,166.666667,6926.150029,102.639914,114.730111,90.466130,6900.546379,38.559975,25.757485,22.058824,0.776960,0.051174,334.165348,0.194240
1892.02,166.666667,6926.292365,102.644953,114.733043,90.468441,6900.546379,38.560457,25.751334,22.058824,0.782736,0.051037,334.165348,0.195684
1893.02,166.666667,6925.339970,102.636926,114.728710,90.465794,6900.546379,38.560939,25.745189,22.058824,0.773826,0.054088,334.165348,0.193456
1894.02,166.666667,6926.248710,102.643569,114.731900,90.468377,6900.546379,38.561420,25.739037,22.058824,0.778927,0.050024,334.165348,0.194732
1895.02,166.666667,6925.578100,102.642488,114.731765,90.468486,6900.546379,38.561901,25.732891,22.058824,0.781902,0.051866,334.165348,0.195476
1896.02,166.666667,6925.417977,102.639132,114.729602,90.467471,6900.546379,38.562381,25.726744,22.058824,0.771272,0.053965,334.165348,0.192818
1897.02,166.666667,6926.100590,102.646136,114.733301,90.470307,6900.546379,38.562861,25.720593,22.058824,0.781195,0.050110,334.165348,0.195299
1898.02,166.666667,6924.906475,102.639622,114.730203,90.468366,6900.546379,38.563341,25.714450,22.058824,0.780893,0.052905,334.165348,0.195223
1899.02,166.666667,6925.057925,102.638857,114.729448,90.468209,6900.546379,38.563821,25.708301,22.058824,0.776161,0.051464,334.165348,0.194040
1900.02,166.666667,6925.651557,102.646552,114.733660,90.471478,6900.546379,38.564300,25.702152,22.058824,0.783296,0.050516,334.165348,0.195824
1901.02,166.666667,6924.450960,102.637807,114.729111,90.468610,6900.546379,38.564778,25.696011,22.058824,0.774966,0.053809,334.165348,0.193742
1902.02,166.666667,6925.226227,102.642447,114.731187,90.470445,6900.546379,38.565257,25.689862,22.058824,0.778118,0.049902,334.165348,0.194529
1903.02,166.666667,6924.998122,102.644949,114.732918,90.471875,6900.546379,38.565734,25.683718,22.058824,0.782507,0.051271,334.165348,0.195627
1904.02,166.666667,6924.359275,102.638540,114.729269,90.469755,6900.546379,38.566212,25.677575,22.058824,0.773474,0.053921,334.165348,0.193368
1905.02,166.666667,6925.246694,102.645912,114.732998,90.472668,6900.546379,38.566689,25.671427,22.058824,0.780235,0.049873,334.165348,0.195059
1906.02,166.666667,6924.293224,102.642217,114.731443,90.471772,6900.546379,38.567166,25.665287,22.058824,0.781625,0.052192,334.165348,0.195406
1907.02,166.666667,6924.524195,102.641680,114.730669,90.471750,6900.546379,38.567642,25.659142,22.058824,0.771177,0.053004,334.165348,0.192794
1908.02,166.666667,6924.972131,102.647614,114.733953,90.474241,6900.546379,38.568118,25.652996,22.058824,0.782472,0.050105,334.165348,0.195618
1909.02,166.666667,6923.700609,102.639596,114.729904,90.471658,6900.546379,38.568594,25.646858,22.058824,0.776813,0.053376,334.165348,0.194203
1910.02,166.666667,6924.164307,102.641252,114.730380,90.472374,6900.546379,38.569069,25.640713,22.058824,0.777325,0.050847,334.165348,0.194331
1911.02,166.666667,6924.418141,102.647027,114.733737,90.474985,6900.546379,38.569544,25.634570,22.058824,0.783092,0.050716,334.165348,0.195773
1912.02,166.666667,6923.387367,102.638633,114.729197,90.472171,6900.546379,38.570018,25.628433,22.058824,0.774183,0.053763,334.165348,0.193546
1913.02,166.666667,6924.298596,102.644977,114.732263,90.474672,6900.546379,38.570492,25.622288,22.058824,0.779290,0.049702,334.165348,0.194822
1914.02,166.666667,6923.715270,102.644714,114.732578,90.475088,6900.546379,38.570966,25.616149,22.058824,0.782256,0.051545,334.165348,0.195564
1915.02,166.666667,6923.448824,102.640566,114.729996,90.473761,6900.546379,38.571439,25.610010,22.058824,0.771631,0.053638,334.165348,0.192908
1916.02,166.666667,6924.200066,102.647819,114.733853,90.476716,6900.546379,38.571912,25.603866,22.058824,0.781556,0.049789,334.165348,0.195389
1917.02,166.666667,6923.034148,102.641818,114.731015,90.474938,6900.546379,38.572385,25.597732,22.058824,0.781246,0.052583,334.165348,0.195312
1918.02,166.666667,6923.097700,102.640336,114.729886,90.474507,6900.546379,38.572857,25.591591,22.058824,0.776526,0.051136,334.165348,0.194132
1919.02,166.666667,6923.794369,102.648550,114.734401,90.477995,6900.546379,38.573329,25.585450,22.058824,0.783653,0.050196,334.165348,0.195913
1920.02,166.666667,6922.553969,102.639801,114.729817,90.475078,6900.546379,38.573800,25.579317,22.058824,0.775323,0.053484,334.165348,0.193831
1921.02,166.666667,6923.285898,102.643856,114.731597,90.476703,6900.546379,38.574271,25.573176,22.058824,0.778484,0.049580,334.165348,0.194621
1922.02,166.666667,6923.165901,102.647181,114.733774,90.478441,6900.546379,38.574742,25.567039,22.058824,0.782863,0.050949,334.165348,0.195716
1923.02,166.666667,6922.423346,102.640134,114.729762,90.476041,6900.546379,38.575212,25.560905,22.058824,0.773834,0.053594,334.165348,0.193458
1924.02,166.666667,6923.347293,102.647439,114.733472,90.478949,6900.546379,38.575682,25.554765,22.058824,0.780598,0.049552,334.165348,0.195149
1925.02,166.666667,6922.457278,102.644456,114.732296,90.478307,6900.546379,38.576151,25.548633,22.058824,0.781979,0.051870,334.165348,0.195495
1926.02,166.666667,6922.585363,102.643028,114.731053,90.477943,6900.546379,38.576620,25.542497,22.058824,0.771546,0.052675,334.165348,0.192887
1927.02,166.666667,6923.116818,102.649398,114.734597,90.480625,6900.546379,38.577089,25.536359,22.058824,0.782832,0.049784,334.165348,0.195708
1928.02,166.666667,6921.839935,102.641664,114.730691,90.478122,6900.546379,38.577557,25.530230,22.058824,0.777162,0.053053,334.165348,0.194290
1929.02,166.666667,6922.228440,102.642604,114.730804,90.478579,6900.546379,38.578025,25.524093,22.058824,0.777691,0.050518,334.165348,0.194423
1930.02,166.666667,6922.594312,102.649084,114.734578,90.481488,6900.546379,38.578493,25.517959,22.058824,0.783449,0.050395,334.165348,0.195862
1931.02,166.666667,6921.491940,102.640406,114.729866,90.478530,6900.546379,38.578960,25.511830,22.058824,0.774541,0.053437,334.165348,0.193635
1932.02,166.666667,6922.395075,102.646379,114.732762,90.480917,6900.546379,38.579427,25.505694,22.058824,0.779653,0.049380,334.165348,0.194913
1933.02,166.666667,6921.904060,102.646940,114.733533,90.481646,6900.546379,38.579893,25.499564,22.058824,0.782611,0.051223,334.165348,0.195653
1934.02,166.666667,6921.527087,102.642003,114.730517,90.479995,6900.546379,38.580360,25.493433,22.058824,0.771991,0.053310,334.165348,0.192998
1935.02,166.666667,6922.341273,102.649429,114.734493,90.483041,6900.546379,38.580825,25.487299,22.058824,0.781918,0.049467,334.165348,0.195480
1936.02,166.666667,6921.212557,102.644000,114.731950,90.481453,6900.546379,38.581291,25.481173,22.058824,0.781600,0.052260,334.165348,0.195400
1937.02,166.666667,6921.184921,102.641809,114.730440,90.480742,6900.546379,38.581755,25.475041,22.058824,0.776892,0.050808,334.165348,0.194223
1938.02,166.666667,6921.981642,102.650482,114.735229,90.484428,6900.546379,38.582220,25.468909,22.058824,0.784011,0.049874,334.165348,0.196003
1939.02,166.666667,6920.706851,102.641789,114.730638,90.481481,6900.546379,38.582684,25.462786,22.058824,0.775680,0.053159,334.165348,0.193920
1940.02,166.666667,6921.385089,102.645196,114.732081,90.482868,6900.546379,38.583148,25.456654,22.058824,0.778852,0.049256,334.165348,0.194713
1941.02,166.666667,6921.375838,102.649325,114.734705,90.484918,6900.546379,38.583611,25.450526,22.058824,0.783220,0.050627,334.165348,0.195805
1942.02,166.666667,6920.532153,102.641695,114.730354,90.482259,6900.546379,38.584074,25.444402,22.058824,0.774195,0.053267,334.165348,0.193549
1943.02,166.666667,6921.483545,102.648858,114.734010,90.485138,6900.546379,38.584537,25.438271,22.058824,0.780962,0.049229,334.165348,0.195241
1944.02,166.666667,6920.663690,102.646627,114.733248,90.484776,6900.546379,38.584999,25.432148,22.058824,0.782334,0.051547,334.165348,0.195584
1945.02,166.666667,6920.685025,102.644323,114.731536,90.484073,6900.546379,38.585461,25.426022,22.058824,0.771917,0.052345,334.165348,0.192979
1946.02,166.666667,6921.298786,102.651094,114.735326,90.486938,6900.546379,38.585923,25.419893,22.058824,0.783194,0.049462,334.165348,0.195798
1947.02,166.666667,6920.025784,102.643731,114.731607,90.484549,6900.546379,38.586384,25.413774,22.058824,0.777512,0.052728,334.165348,0.194378
1948.02,166.666667,6920.334284,102.643954,114.731343,90.484736,6900.546379,38.586845,25.407647,22.058824,0.778058,0.050189,334.165348,0.194514
1949.02,166.666667,6920.811484,102.651099,114.735507,90.487926,6900.546379,38.587305,25.401522,22.058824,0.783807,0.050072,334.165348,0.195952
1950.02,166.666667,6919.643159,102.642207,114.730646,90.484842,6900.546379,38.587765,25.395403,22.058824,0.774901,0.053110,334.165348,0.193725
1951.02,166.666667,6920.527004,102.647733,114.733320,90.487079,6900.546379,38.588224,25.389277,22.058824,0.780018,0.049057,334.165348,0.195005
1952.02,166.666667,6920.133375,102.649127,114.734556,90.488130,6900.546379,38.588684,25.383157,22.058824,0.782968,0.050900,334.165348,0.195742
1953.02,166.666667,6919.645846,102.643450,114.731121,90.486167,6900.546379,38.589143,25.377036,22.058824,0.772352,0.052981,334.165348,0.193088
1954.02,166.666667,6920.519674,102.651009,114.735186,90.489286,6900.546379,38.589601,25.370912,22.058824,0.782282,0.049144,334.165348,0.195570
1955.02,166.666667,6919.438197,102.646236,114.732981,90.487920,6900.546379,38.590059,25.364796,22.058824,0.781955,0.051936,334.165348,0.195489
1956.02,166.666667,6919.315763,102.643346,114.731078,90.486920,6900.546379,38.590517,25.358674,22.058824,0.777258,0.050478,334.165348,0.194315
1957.02,166.666667,6920.205247,102.652391,114.736080,90.490765,6900.546379,38.590974,25.352553,22.058824,0.784370,0.049551,334.165348,0.196093
1958.02,166.666667,6918.902628,102.643818,114.731516,90.487816,6900.546379,38.591431,25.346439,22.058824,0.776039,0.052832,334.165348,0.194010
