Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),TotalWorkRateLevel
893.02,176.470588,7053.423342,102.279511,113.382975,90.693750,6900.546379,37.884171,31.451971,21.897810,0.758031,0.064940,334.165348,0.189508
894.02,176.470588,7052.495687,102.283555,113.385952,90.696487,6900.546379,37.885027,31.447470,21.897810,0.765779,0.062026,334.165348,0.191445
895.02,176.470588,7051.252153,102.277106,113.371108,90.686819,6900.546379,37.885882,31.442965,21.897810,0.769369,0.062726,334.165348,0.192342
896.02,176.470588,7052.517441,102.280793,113.384953,90.697817,6900.546379,37.886736,31.438459,21.897810,0.767652,0.064582,334.165348,0.191913
897.02,176.470588,7050.425996,102.281597,113.377387,90.693276,6900.546379,37.887591,31.433946,21.897810,0.760249,0.065740,334.165348,0.190062
898.02,176.470588,7050.509803,102.276830,113.371324,90.689639,6900.546379,37.888445,31.429428,21.897810,0.763893,0.062897,334.165348,0.190973
899.02,176.470588,7051.513841,102.281954,113.386300,90.701415,6900.546379,37.889298,31.424907,21.897810,0.768003,0.062161,334.165348,0.192001
900.02,176.470588,7049.344241,102.280575,113.374776,90.694039,6900.546379,37.890152,31.420383,21.897810,0.768630,0.063516,334.165348,0.192157
901.02,176.470588,7050.363699,102.277888,113.377253,90.696906,6900.546379,37.891005,31.415855,21.897810,0.761892,0.065546,334.165348,0.190473
902.02,176.470588,7049.570794,102.283901,113.384643,90.703128,6900.546379,37.891858,31.411321,21.897810,0.758110,0.064869,334.165348,0.189527
903.02,176.470588,7048.351179,102.279536,113.372616,90.695116,6900.546379,37.892710,31.406783,21.897810,0.765846,0.061964,334.165348,0.191461
904.02,176.470588,7049.595496,102.278767,113.379364,90.701042,6900.546379,37.893562,31.402242,21.897810,0.769448,0.062654,334.165348,0.192362
905.02,176.470588,7048.288286,102.283598,113.382156,90.703943,6900.546379,37.894414,31.397699,21.897810,0.767727,0.064512,334.165348,0.191932
906.02,176.470588,7047.843578,102.277048,113.371089,90.697016,6900.546379,37.895266,31.393150,21.897810,0.760330,0.065671,334.165348,0.190083
907.02,176.470588,7048.780589,102.279874,113.381558,90.705228,6900.546379,37.896117,31.388595,21.897810,0.763982,0.062818,334.165348,0.190995
908.02,176.470588,7047.052416,102.283026,113.379429,90.704579,6900.546379,37.896968,31.384037,21.897810,0.768070,0.062094,334.165348,0.192017
909.02,176.470588,7047.147106,102.277111,113.372144,90.700394,6900.546379,37.897818,31.379477,21.897810,0.768705,0.063448,334.165348,0.192176
910.02,176.470588,7047.537725,102.283346,113.386017,90.711325,6900.546379,37.898669,31.374912,21.897810,0.761974,0.065469,334.165348,0.190494
911.02,176.470588,7045.619765,102.279344,113.371353,90.701708,6900.546379,37.899519,31.370342,21.897810,0.758182,0.064806,334.165348,0.189546
912.02,176.470588,7046.443193,102.277438,113.373670,90.704099,6900.546379,37.900368,31.365768,21.897810,0.765933,0.061892,334.165348,0.191483
913.02,176.470588,7046.299811,102.283811,113.385031,90.713196,6900.546379,37.901218,31.361190,21.897810,0.769526,0.062580,334.165348,0.192381
914.02,176.470588,7044.767166,102.278402,113.370061,90.703389,6900.546379,37.902067,31.356610,21.897810,0.767799,0.064448,334.165348,0.191950
915.02,176.470588,7046.034202,102.280375,113.381617,90.712735,6900.546379,37.902916,31.352025,21.897810,0.760421,0.065588,334.165348,0.190105
916.02,176.470588,7045.032382,102.283996,113.383391,90.714594,6900.546379,37.903764,31.347434,21.897810,0.764056,0.062751,334.165348,0.191014
917.02,176.470588,7043.973017,102.277695,113.369478,90.705572,6900.546379,37.904612,31.342840,21.897810,0.768147,0.062028,334.165348,0.192037
918.02,176.470588,7045.099043,102.281327,113.383095,90.716377,6900.546379,37.905460,31.338244,21.897810,0.768787,0.063371,334.165348,0.192197
919.02,176.470588,7043.064482,102.281707,113.374661,90.711198,6900.546379,37.906308,31.333644,21.897810,0.762051,0.065403,334.165348,0.190513
920.02,176.470588,7043.773251,102.277656,113.373669,90.711548,6900.546379,37.907155,31.329037,21.897810,0.758281,0.064727,334.165348,0.189570
921.02,176.470588,7044.075814,102.282261,113.384057,90.719648,6900.546379,37.908002,31.324427,21.897810,0.766017,0.061815,334.165348,0.191504
922.02,176.470588,7042.013764,102.280587,113.372105,90.711954,6900.546379,37.908848,31.319813,21.897810,0.769599,0.062514,334.165348,0.192400
923.02,176.470588,7043.032528,102.278270,113.375602,90.715537,6900.546379,37.909695,31.315198,21.897810,0.767878,0.064374,334.165348,0.191970
924.02,176.470588,7042.117573,102.283787,113.381512,90.720691,6900.546379,37.910541,31.310577,21.897810,0.760500,0.065515,334.165348,0.190125
925.02,176.470588,7041.045176,102.279485,113.370070,90.713098,6900.546379,37.911386,31.305950,21.897810,0.764129,0.062685,334.165348,0.191032
926.02,176.470588,7042.230705,102.278990,113.377497,90.719500,6900.546379,37.912232,31.301320,21.897810,0.768239,0.061952,334.165348,0.192060
927.02,176.470588,7040.848013,102.283291,113.378835,90.721359,6900.546379,37.913077,31.296688,21.897810,0.768863,0.063300,334.165348,0.192216
928.02,176.470588,7040.549244,102.277101,113.369086,90.715380,6900.546379,37.913921,31.292053,21.897810,0.762128,0.065332,334.165348,0.190532
929.02,176.470588,7041.205785,102.282361,113.383150,90.726476,6900.546379,37.914766,31.287411,21.897810,0.758378,0.064644,334.165348,0.189594
930.02,176.470588,7039.631725,102.282593,113.376075,90.721974,6900.546379,37.915610,31.282765,21.897810,0.766085,0.061748,334.165348,0.191521
931.02,176.470588,7039.822028,102.277065,113.370067,90.718705,6900.546379,37.916453,31.278116,21.897810,0.769677,0.062445,334.165348,0.192419
932.02,176.470588,7040.033682,102.282969,113.382799,90.728817,6900.546379,37.917297,31.273465,21.897810,0.767960,0.064297,334.165348,0.191990
933.02,176.470588,7038.286750,102.278941,113.368511,90.719480,6900.546379,37.918140,31.268808,21.897810,0.760577,0.065450,334.165348,0.190144
934.02,176.470588,7039.094669,102.277340,113.371578,90.722406,6900.546379,37.918983,31.264146,21.897810,0.764219,0.062605,334.165348,0.191055
935.02,176.470588,7038.787252,102.283314,113.381586,90.730533,6900.546379,37.919825,31.259481,21.897810,0.768316,0.061878,334.165348,0.192079
936.02,176.470588,7037.434043,102.277992,113.367358,90.721264,6900.546379,37.920668,31.254814,21.897810,0.768938,0.063235,334.165348,0.192234
937.02,176.470588,7038.581326,102.280047,113.379033,90.730688,6900.546379,37.921510,31.250143,21.897810,0.762213,0.065249,334.165348,0.190553
938.02,176.470588,7036.752721,102.281970,113.373861,90.727853,6900.546379,37.922351,31.245466,21.897810,0.758450,0.064578,334.165348,0.189613
939.02,176.470588,7036.629468,102.277218,113.366834,90.723487,6900.546379,37.923192,31.240785,21.897810,0.766165,0.061680,334.165348,0.191541
940.02,176.470588,7037.603076,102.280762,113.380109,90.734036,6900.546379,37.924033,31.236101,21.897810,0.769760,0.062367,334.165348,0.192440
941.02,176.470588,7035.636621,102.280791,113.370968,90.728354,6900.546379,37.924874,31.231415,21.897810,0.768036,0.064229,334.165348,0.192009
942.02,176.470588,7036.372578,102.277128,113.371131,90.729524,6900.546379,37.925714,31.226724,21.897810,0.760669,0.065370,334.165348,0.190167
943.02,176.470588,7036.546957,102.281468,113.380673,90.737013,6900.546379,37.926554,31.222027,21.897810,0.764305,0.062528,334.165348,0.191076
944.02,176.470588,7034.599889,102.279574,113.368468,90.729137,6900.546379,37.927394,31.217327,21.897810,0.768387,0.061812,334.165348,0.192097
945.02,176.470588,7035.592920,102.277526,113.372788,90.733294,6900.546379,37.928233,31.212625,21.897810,0.769021,0.063159,334.165348,0.192255
946.02,176.470588,7034.578210,102.282546,113.377249,90.737400,6900.546379,37.929072,31.207919,21.897810,0.762295,0.065176,334.165348,0.190574
947.02,176.470588,7033.907563,102.276463,113.365592,90.730007,6900.546379,37.929911,31.203208,21.897810,0.758539,0.064506,334.165348,0.189635
948.02,176.470588,7034.758350,102.278036,113.374434,90.737050,6900.546379,37.930749,31.198492,21.897810,0.766258,0.061601,334.165348,0.191564
949.02,176.470588,7033.323235,102.281817,113.374405,90.737917,6900.546379,37.931588,31.193773,21.897810,0.769838,0.062295,334.165348,0.192459
950.02,176.470588,7033.145469,102.275907,113.365879,90.732804,6900.546379,37.932425,31.189053,21.897810,0.768113,0.064158,334.165348,0.192028
951.02,176.470588,7033.625051,102.280833,113.378983,90.743192,6900.546379,37.933263,31.184327,21.897810,0.760758,0.065287,334.165348,0.190189
952.02,176.470588,7032.115005,102.280773,113.371404,90.738324,6900.546379,37.934100,31.179596,21.897810,0.764378,0.062462,334.165348,0.191094
953.02,176.470588,7032.376428,102.275520,113.366546,90.735865,6900.546379,37.934937,31.174861,21.897810,0.768477,0.061738,334.165348,0.192119
954.02,176.470588,7032.412623,102.280973,113.377971,90.745025,6900.546379,37.935773,31.170125,21.897810,0.769104,0.063081,334.165348,0.192276
955.02,176.470588,7030.833144,102.276863,113.364090,90.735975,6900.546379,37.936610,31.165385,21.897810,0.762373,0.065107,334.165348,0.190593
956.02,176.470588,7031.916020,102.277185,113.373204,90.743561,6900.546379,37.937445,31.160639,21.897810,0.758646,0.064418,334.165348,0.189662
957.02,176.470588,7031.149193,102.280911,113.376286,90.746372,6900.546379,37.938281,31.155889,21.897810,0.764567,0.062813,334.165348,0.191142
958.02,176.470588,7029.960652,102.275617,113.362796,90.737626,6900.546379,37.939116,31.151136,21.897810,0.768205,0.063889,334.165348,0.192051
959.02,176.470588,7030.969826,102.277570,113.374319,90.746928,6900.546379,37.939951,31.146381,21.897810,0.766407,0.065789,334.165348,0.191602
960.02,176.470588,7029.168434,102.279033,113.368168,90.743389,6900.546379,37.940786,31.141621,21.897810,0.758869,0.066933,334.165348,0.189717
961.02,176.470588,7029.123820,102.274500,113.362085,90.739698,6900.546379,37.941620,31.136856,21.897810,0.762653,0.064010,334.165348,0.190663
962.02,176.470588,7029.927740,102.277792,113.374773,90.749818,6900.546379,37.942454,31.132087,21.897810,0.766825,0.063315,334.165348,0.191706
963.02,176.470588,7028.036709,102.277430,113.365001,90.743685,6900.546379,37.943288,31.127317,21.897810,0.767417,0.064708,334.165348,0.191854
964.02,176.470588,7028.760722,102.273962,113.366053,90.745490,6900.546379,37.944121,31.122543,21.897810,0.760485,0.066765,334.165348,0.190121
965.02,176.470588,7028.094691,102.279113,113.372935,90.751357,6900.546379,37.944954,31.117763,21.897810,0.756743,0.066028,334.165348,0.189186
966.02,176.470588,7026.974419,102.275788,113.362228,90.744273,6900.546379,37.945787,31.112980,21.897810,0.764615,0.063117,334.165348,0.191154
967.02,176.470588,7027.904160,102.273830,113.367093,90.748815,6900.546379,37.946619,31.108193,21.897810,0.768265,0.063834,334.165348,0.192066
968.02,176.470588,7026.802592,102.278290,113.370063,90.751854,6900.546379,37.947451,31.103405,21.897810,0.766463,0.065736,334.165348,0.191616
969.02,176.470588,7026.266588,102.272429,113.359539,90.745277,6900.546379,37.948283,31.098611,21.897810,0.758931,0.066881,334.165348,0.189733
970.02,176.470588,7027.009847,102.273927,113.368226,90.752202,6900.546379,37.949114,31.093812,21.897810,0.762722,0.063947,334.165348,0.190681
971.02,176.470588,7025.546083,102.277225,113.366922,90.752152,6900.546379,37.949945,31.089010,21.897810,0.766874,0.063266,334.165348,0.191719
972.02,176.470588,7025.466736,102.271595,113.359584,90.747885,6900.546379,37.950776,31.084206,21.897810,0.767474,0.064658,334.165348,0.191868
973.02,176.470588,7025.776866,102.276192,113.371652,90.757522,6900.546379,37.951606,31.079399,21.897810,0.760547,0.066705,334.165348,0.190137
974.02,176.470588,7024.068923,102.273531,113.358867,90.749234,6900.546379,37.952437,31.074585,21.897810,0.756797,0.065982,334.165348,0.189199
975.02,176.470588,7024.668484,102.271036,113.360095,90.750817,6900.546379,37.953266,31.069768,21.897810,0.764682,0.063063,334.165348,0.191170
976.02,176.470588,7024.550320,102.276113,113.370242,90.759049,6900.546379,37.954096,31.064948,21.897810,0.768323,0.063778,334.165348,0.192081
977.02,176.470588,7023.146844,102.272076,113.356986,90.750444,6900.546379,37.954925,31.060127,21.897810,0.766515,0.065689,334.165348,0.191629
978.02,176.470588,7024.127179,102.272503,113.366313,90.758169,6900.546379,37.955754,31.055299,21.897810,0.759002,0.066817,334.165348,0.189751
979.02,176.470588,7023.307232,102.275965,113.368382,90.760249,6900.546379,37.956582,31.050467,21.897810,0.762777,0.063898,334.165348,0.190694
980.02,176.470588,7022.288056,102.270905,113.355848,90.752182,6900.546379,37.957411,31.045632,21.897810,0.766931,0.063217,334.165348,0.191733
981.02,176.470588,7023.174540,102.272872,113.367221,90.761359,6900.546379,37.958238,31.040795,21.897810,0.767535,0.064600,334.165348,0.191884
982.02,176.470588,7021.449858,102.274180,113.360473,90.757385,6900.546379,37.959066,31.035955,21.897810,0.760603,0.066658,334.165348,0.190151
983.02,176.470588,7021.906655,102.269851,113.358628,90.757074,6900.546379,37.959893,31.031108,21.897810,0.756876,0.065921,334.165348,0.189219
984.02,176.470588,7022.158570,102.273315,113.367737,90.764253,6900.546379,37.960720,31.026258,21.897810,0.764747,0.063005,334.165348,0.191187
985.02,176.470588,7020.392874,102.272926,113.357793,90.757981,6900.546379,37.961547,31.021405,21.897810,0.768376,0.063730,334.165348,0.192094
986.02,176.470588,7021.125993,102.269888,113.359904,90.760517,6900.546379,37.962373,31.016551,21.897810,0.766574,0.065634,334.165348,0.191644
987.02,176.470588,7020.383672,102.274813,113.365630,90.765531,6900.546379,37.963199,31.011691,21.897810,0.759060,0.066762,334.165348,0.189765
988.02,176.470588,7019.409323,102.271652,113.355569,90.758896,6900.546379,37.964025,31.006826,21.897810,0.762831,0.063850,334.165348,0.190708
989.02,176.470588,7020.299453,102.270021,113.361159,90.763927,6900.546379,37.964850,31.001958,21.897810,0.767003,0.063160,334.165348,0.191751
990.02,176.470588,7019.166208,102.274233,113.363005,90.766137,6900.546379,37.965675,30.997089,21.897810,0.767592,0.064547,334.165348,0.191898
991.02,176.470588,7018.777685,102.268799,113.353826,90.760503,6900.546379,37.966499,30.992216,21.897810,0.760660,0.066603,334.165348,0.190165
992.02,176.470588,7019.303469,102.272402,113.365895,90.770140,6900.546379,37.967324,30.987337,21.897810,0.756954,0.065856,334.165348,0.189238
993.02,176.470588,7017.988834,102.273439,113.360240,90.766642,6900.546379,37.968148,30.982454,21.897810,0.764796,0.062955,334.165348,0.191199
994.02,176.470588,7018.009054,102.268217,113.354177,90.763262,6900.546379,37.968971,30.977569,21.897810,0.768436,0.063678,334.165348,0.192109
995.02,176.470588,7018.184692,102.272648,113.365341,90.772223,6900.546379,37.969795,30.972682,21.897810,0.766637,0.065574,334.165348,0.191659
996.02,176.470588,7016.648282,102.270070,113.353009,90.764239,6900.546379,37.970618,30.967790,21.897810,0.759118,0.066713,334.165348,0.189780
997.02,176.470588,7017.237964,102.267841,113.354942,90.766306,6900.546379,37.971441,30.962892,21.897810,0.762901,0.063787,334.165348,0.190725
998.02,176.470588,7016.995071,102.272656,113.363938,90.773685,6900.546379,37.972263,30.957992,21.897810,0.767063,0.063103,334.165348,0.191766
999.02,176.470588,7015.762542,102.268719,113.351399,90.765571,6900.546379,37.973085,30.953090,21.897810,0.767648,0.064497,334.165348,0.191912
1000.02,176.470588,7016.640200,102.269191,113.360821,90.773333,6900.546379,37.973907,30.948185,21.897810,0.760726,0.066538,334.165348,0.190181
1001.02,176.470588,7015.122760,102.271705,113.356980,90.771433,6900.546379,37.974728,30.943274,21.897810,0.757008,0.065806,334.165348,0.189252
1002.02,176.470588,7014.917893,102.267493,113.350326,90.767284,6900.546379,37.975549,30.938359,21.897810,0.764857,0.062903,334.165348,0.191214
1003.02,176.470588,7015.675336,102.269346,113.361362,90.776186,6900.546379,37.976370,30.933442,21.897810,0.768500,0.063617,334.165348,0.192125
1004.02,176.470588,7014.028071,102.270401,113.354011,90.771754,6900.546379,37.977190,30.928523,21.897810,0.766694,0.065522,334.165348,0.191674
1005.02,176.470588,7014.508125,102.266336,113.353169,90.772131,6900.546379,37.978010,30.923599,21.897810,0.759192,0.066650,334.165348,0.189798
1006.02,176.470588,7014.654195,102.269570,113.361508,90.778736,6900.546379,37.978830,30.918670,21.897810,0.762969,0.063726,334.165348,0.190742
1007.02,176.470588,7013.002993,102.269013,113.351343,90.772282,6900.546379,37.979650,30.913738,21.897810,0.767117,0.063051,334.165348,0.191779
1008.02,176.470588,7013.710651,102.266139,113.354160,90.775293,6900.546379,37.980469,30.908805,21.897810,0.767713,0.064437,334.165348,0.191928
1009.02,176.470588,7012.893673,102.270683,113.358592,90.779354,6900.546379,37.981288,30.903868,21.897810,0.760790,0.066481,334.165348,0.190197
1010.02,176.470588,7012.209932,102.265655,113.347956,90.772621,6900.546379,37.982106,30.898925,21.897810,0.757079,0.065749,334.165348,0.189270
1011.02,176.470588,7012.867873,102.266048,113.355120,90.778421,6900.546379,37.982924,30.893978,21.897810,0.764933,0.062840,334.165348,0.191233
1012.02,176.470588,7011.705669,102.269888,113.355767,90.779746,6900.546379,37.983742,30.889030,21.897810,0.768561,0.063560,334.165348,0.192140
1013.02,176.470588,7011.427121,102.264669,113.347688,90.774874,6900.546379,37.984559,30.884079,21.897810,0.766755,0.065467,334.165348,0.191689
1014.02,176.470588,7011.811167,102.268037,113.358944,90.783895,6900.546379,37.985377,30.879124,21.897810,0.759264,0.066582,334.165348,0.189816
1015.02,176.470588,7010.564600,102.268904,113.352885,90.780094,6900.546379,37.986193,30.874163,21.897810,0.763027,0.063674,334.165348,0.190757
